fips,month,avg_temp,min_temp,max_temp
13037,2020-02-01,67.3,55.9,78.6
13039,2020-02-01,68,56.3,79.7
13043,2020-02-01,65.6,53.8,77.3
13045,2020-02-01,59.5,49.9,69.2
13047,2020-02-01,57.9,49.6,66.2
13049,2020-02-01,68.6,55.4,81.8
13051,2020-02-01,66.8,56.1,77.4
13053,2020-02-01,64.1,53,75.2
13055,2020-02-01,58.7,50.6,66.8
13057,2020-02-01,57.3,47.7,66.9
13059,2020-02-01,59,48.8,69.2
13061,2020-02-01,66.7,55.3,78.2
13063,2020-02-01,60.3,49.7,70.8
13065,2020-02-01,67.5,54.6,80.3
13067,2020-02-01,59.1,49.4,68.9
13069,2020-02-01,66.8,55.4,78.1
13071,2020-02-01,67.2,56.3,78
13073,2020-02-01,62,51.7,72.3
13075,2020-02-01,67.1,55.8,78.4
13077,2020-02-01,60.4,50.1,70.8
13079,2020-02-01,63.4,52,74.7
13081,2020-02-01,66.4,55.2,77.7
13083,2020-02-01,57.1,49.9,64.3
13085,2020-02-01,55.4,45.8,64.9
13087,2020-02-01,68.4,57,79.9
13089,2020-02-01,59.5,49.2,69.7
13091,2020-02-01,65.1,54.3,76
13093,2020-02-01,65.4,53.9,76.8
13095,2020-02-01,67.5,56.7,78.3
13097,2020-02-01,59.8,49.9,69.7
13099,2020-02-01,67.8,56.1,79.4
13101,2020-02-01,67.4,54.3,80.4
13103,2020-02-01,65.8,54.2,77.3
13105,2020-02-01,58.7,49,68.4
13107,2020-02-01,64.1,53,75.2
13109,2020-02-01,66.6,54.5,78.7
13111,2020-02-01,53.6,43.9,63.3
13113,2020-02-01,60.5,49.8,71.2
13115,2020-02-01,59,50.2,67.9
13117,2020-02-01,56.5,46.9,66.2
13119,2020-02-01,57.1,47.4,66.8
13121,2020-02-01,59.5,49.4,69.5
13123,2020-02-01,54.3,44.9,63.8
13125,2020-02-01,61.7,51,72.5
13127,2020-02-01,66.8,55.6,78
13129,2020-02-01,58,49,67
13131,2020-02-01,68.4,57.1,79.6
13133,2020-02-01,60.1,49.2,71
13135,2020-02-01,58,48.1,68
13137,2020-02-01,55.3,46.4,64.2
13139,2020-02-01,56.6,47.2,66
13141,2020-02-01,61.2,50.1,72.3
13143,2020-02-01,59.3,49.9,68.8
13145,2020-02-01,62.4,51.6,73.1
13147,2020-02-01,57.5,48,67
13149,2020-02-01,59.9,50,69.9
13151,2020-02-01,60.3,49.1,71.5
13153,2020-02-01,64.4,53,75.7
13155,2020-02-01,66.7,55.9,77.6
13157,2020-02-01,58,48.2,67.7
13159,2020-02-01,61,49,73.1
13161,2020-02-01,66.3,54.8,77.7
13163,2020-02-01,62.5,51.8,73.1
13165,2020-02-01,64.1,52.9,75.4
13167,2020-02-01,63.2,52.3,74
13169,2020-02-01,62.7,51,74.4
13171,2020-02-01,61.6,50.2,72.9
13173,2020-02-01,67.1,54.8,79.4
13175,2020-02-01,64.3,53.3,75.2
13177,2020-02-01,66.8,56,77.6
13179,2020-02-01,66.8,55.2,78.4
13181,2020-02-01,60.4,50.2,70.6
13183,2020-02-01,66.8,54.6,78.9
13185,2020-02-01,67.1,54.8,79.4
13187,2020-02-01,54.7,45.3,64.1
13189,2020-02-01,61.3,50.7,71.9
13191,2020-02-01,66.7,55.7,77.7
13193,2020-02-01,64.4,53.1,75.8
13195,2020-02-01,58,48.1,67.8
13197,2020-02-01,63.7,52.7,74.7
13199,2020-02-01,61.1,50.5,71.7
13201,2020-02-01,68.1,56.7,79.5
13205,2020-02-01,67.9,57.1,78.7
13207,2020-02-01,62.3,50.6,74.1
13209,2020-02-01,65.4,54.1,76.7
13211,2020-02-01,60.1,48.9,71.2
13213,2020-02-01,56.8,47.9,65.8
13215,2020-02-01,63.8,52.8,74.8
13217,2020-02-01,59.9,48.4,71.3
13219,2020-02-01,59.4,49,69.8
13221,2020-02-01,59,48.6,69.5
13223,2020-02-01,59.2,49.6,68.8
13225,2020-02-01,63.9,52.5,75.2
13227,2020-02-01,55.8,46.4,65.2
13229,2020-02-01,66.8,54.4,79.2
13231,2020-02-01,61.3,50.4,72.1
13233,2020-02-01,59.8,50.5,69.1
13235,2020-02-01,64.8,53.6,76
13237,2020-02-01,61.1,49.6,72.7
13239,2020-02-01,65.7,54.6,76.7
13241,2020-02-01,53.9,44.7,63
13243,2020-02-01,65.9,54.6,77.2
13245,2020-02-01,63.3,52.9,73.6
13247,2020-02-01,59.7,48.7,70.6
13249,2020-02-01,64.3,53.3,75.3
13251,2020-02-01,64.6,53.2,75.9
13253,2020-02-01,68.4,56.9,79.8
13255,2020-02-01,60.9,49.8,71.9
13257,2020-02-01,56.4,47,65.9
13259,2020-02-01,64.6,53.4,75.8
13261,2020-02-01,65.5,54.6,76.5
13263,2020-02-01,62.6,51.8,73.4
13265,2020-02-01,60.1,49.3,70.8
13267,2020-02-01,66.6,54.6,78.7
13269,2020-02-01,63.4,52.3,74.4
13271,2020-02-01,66,55.1,76.9
13273,2020-02-01,66.3,55.3,77.4
13275,2020-02-01,68,56.8,79.1
13277,2020-02-01,66.9,56.1,77.7
13279,2020-02-01,66,54.3,77.7
13281,2020-02-01,53.2,43.8,62.6
13283,2020-02-01,64.5,53.5,75.5
13285,2020-02-01,60.9,50.4,71.5
13287,2020-02-01,66.6,55.7,77.4
13289,2020-02-01,63.9,52.6,75.2
13291,2020-02-01,53.3,43.7,62.9
13293,2020-02-01,62.2,51.2,73.2
13295,2020-02-01,58.1,50.5,65.7
13297,2020-02-01,59,48.5,69.6
13299,2020-02-01,67.7,54.9,80.4
13301,2020-02-01,61,50.3,71.7
13303,2020-02-01,62.5,51.5,73.4
13305,2020-02-01,66.5,54.2,78.8
13307,2020-02-01,64.7,53.6,75.9
13309,2020-02-01,65.6,54.5,76.7
13311,2020-02-01,54.7,45.7,63.8
13313,2020-02-01,57.9,49.5,66.3
13315,2020-02-01,65.9,54.9,76.9
13317,2020-02-01,59.6,49.3,69.9
13319,2020-02-01,63.4,52.2,74.6
13321,2020-02-01,67,56.4,77.6
16001,2020-02-01,44.4,32.5,56.3
16003,2020-02-01,35.4,25.7,45
16005,2020-02-01,37.8,28.4,47.3
16007,2020-02-01,32.4,22.6,42.1
16009,2020-02-01,36.5,27.4,45.6
16011,2020-02-01,36.6,26.7,46.6
16013,2020-02-01,33.5,23,44.1
16015,2020-02-01,35.1,24.6,45.6
16017,2020-02-01,33.9,24.8,43
16019,2020-02-01,33.6,23.9,43.2
16021,2020-02-01,31.7,23,40.4
16023,2020-02-01,31.6,20.9,42.3
16025,2020-02-01,32.7,23,42.5
16027,2020-02-01,45.4,32.1,58.6
16029,2020-02-01,33.7,24,43.3
16031,2020-02-01,38.2,27.9,48.4
16033,2020-02-01,30.2,20.8,39.5
16035,2020-02-01,35.4,25.9,45
16037,2020-02-01,29.7,18.2,41.2
16039,2020-02-01,39.5,28.6,50.4
16041,2020-02-01,36.7,27.2,46.2
16043,2020-02-01,31,21.3,40.6
16045,2020-02-01,41.3,30.2,52.4
16047,2020-02-01,41.2,29.8,52.5
16049,2020-02-01,33.5,22.5,44.6
16051,2020-02-01,34.6,24.3,44.8
16053,2020-02-01,42.2,30.5,53.9
16055,2020-02-01,36,27,44.9
16057,2020-02-01,37.7,27.3,48.2
16059,2020-02-01,30.5,20,40.9
16061,2020-02-01,36.4,26.9,45.9
16063,2020-02-01,39.7,27.7,51.7
16065,2020-02-01,34,25.2,42.8
16067,2020-02-01,39.3,27.7,50.8
16069,2020-02-01,40,29.8,50.1
16071,2020-02-01,38,28.9,47.2
16073,2020-02-01,39.2,27.7,50.6
16075,2020-02-01,44.2,31.9,56.6
16077,2020-02-01,37.9,28,47.8
16079,2020-02-01,33.1,24.9,41.3
16081,2020-02-01,31.6,22,41.2
16083,2020-02-01,39.4,28.3,50.6
16085,2020-02-01,30.9,19.2,42.7
16087,2020-02-01,40.4,30.3,50.4
17001,2020-02-01,44.9,36.3,53.6
17003,2020-02-01,52,42.9,61.2
17005,2020-02-01,46.6,38,55.3
17007,2020-02-01,39.4,30.8,48
17009,2020-02-01,44.8,35.9,53.7
17011,2020-02-01,40.8,31.6,50
17013,2020-02-01,46.7,38.1,55.4
17015,2020-02-01,40.3,31.9,48.7
17017,2020-02-01,44.7,35.5,53.8
17019,2020-02-01,42.9,34.2,51.6
17021,2020-02-01,45,36.4,53.5
17023,2020-02-01,45.4,36.8,54
17025,2020-02-01,47.8,39.4,56.3
17027,2020-02-01,47.9,39.2,56.6
17029,2020-02-01,44.5,36,52.9
17031,2020-02-01,41.1,32.6,49.7
17033,2020-02-01,47.1,38.8,55.4
17035,2020-02-01,45.4,37.1,53.8
17037,2020-02-01,39.2,30.2,48.2
17039,2020-02-01,43.8,35.3,52.4
17041,2020-02-01,44.2,35.8,52.6
17043,2020-02-01,40.8,32,49.5
17045,2020-02-01,44.3,35.4,53.2
17047,2020-02-01,49.5,40.5,58.4
17049,2020-02-01,46.2,37.9,54.4
17051,2020-02-01,46.1,37.7,54.5
17053,2020-02-01,42.2,33.4,51
17055,2020-02-01,49.6,40.8,58.5
17057,2020-02-01,43.4,34.7,52.1
17059,2020-02-01,50.8,41.1,60.4
17061,2020-02-01,46.1,37.4,54.9
17063,2020-02-01,41.1,32.4,49.8
17065,2020-02-01,50,40.7,59.2
17067,2020-02-01,44.1,35.6,52.6
17069,2020-02-01,51.4,42,60.7
17071,2020-02-01,42.9,34.2,51.6
17073,2020-02-01,41.1,32.7,49.5
17075,2020-02-01,42.6,33.4,51.7
17077,2020-02-01,49.9,40.6,59.2
17079,2020-02-01,47,39,55.1
17081,2020-02-01,48.9,40.3,57.4
17083,2020-02-01,47.3,38.7,55.9
17085,2020-02-01,39.6,31.7,47.4
17087,2020-02-01,51.1,41.6,60.7
17089,2020-02-01,39.6,30.7,48.5
17091,2020-02-01,41.6,32.5,50.7
17093,2020-02-01,40.4,31.7,49.2
17095,2020-02-01,41.4,33,49.9
17097,2020-02-01,40.1,31.9,48.2
17099,2020-02-01,40.8,32,49.6
17101,2020-02-01,48.2,39.3,57
17103,2020-02-01,40.1,31.3,49
17105,2020-02-01,41.6,32.9,50.4
17107,2020-02-01,44.7,36,53.3
17109,2020-02-01,43.1,34.4,51.8
17111,2020-02-01,39.3,30.5,48.1
17113,2020-02-01,42.9,34.2,51.6
17115,2020-02-01,44.6,36.4,52.9
17117,2020-02-01,46,37.2,54.8
17119,2020-02-01,48,39.2,56.7
17121,2020-02-01,47.6,39,56.2
17123,2020-02-01,41.9,32.9,50.8
17125,2020-02-01,44.6,35.7,53.4
17127,2020-02-01,52.5,42.9,62.1
17129,2020-02-01,44.6,35.9,53.3
17131,2020-02-01,41.9,33.1,50.6
17133,2020-02-01,50.1,40.6,59.6
17135,2020-02-01,45.4,36.5,54.2
17137,2020-02-01,45,35.9,54.1
17139,2020-02-01,44.5,36.2,52.8
17141,2020-02-01,40.1,31.4,48.8
17143,2020-02-01,42.9,34.4,51.5
17145,2020-02-01,49.2,40.2,58.2
17147,2020-02-01,43.6,35.2,51.9
17149,2020-02-01,45.5,36.6,54.4
17151,2020-02-01,51.4,42,60.9
17153,2020-02-01,52.2,42.8,61.7
17155,2020-02-01,41.5,32.4,50.6
17157,2020-02-01,49.6,40.2,58.9
17159,2020-02-01,48.1,39.8,56.5
17161,2020-02-01,41.6,33,50.3
17163,2020-02-01,49,39.9,58.1
17165,2020-02-01,50.4,41,59.9
17167,2020-02-01,44.9,36.3,53.5
17169,2020-02-01,44.4,35.5,53.2
17171,2020-02-01,45.4,36.3,54.5
17173,2020-02-01,45,36.7,53.3
17175,2020-02-01,41.3,32.8,49.9
17177,2020-02-01,39.6,31.1,48
17179,2020-02-01,43.8,35,52.6
17181,2020-02-01,51,41.6,60.4
17183,2020-02-01,43.1,33.9,52.3
17185,2020-02-01,49.4,40.6,58.2
17187,2020-02-01,41.8,33,50.6
17189,2020-02-01,48.5,39.6,57.4
17191,2020-02-01,49.3,40.3,58.3
17193,2020-02-01,50.2,40.6,59.8
17195,2020-02-01,41,32.4,49.7
17197,2020-02-01,41,32.2,49.8
17199,2020-02-01,50.1,40.9,59.3
17201,2020-02-01,39.8,31.2,48.5
17203,2020-02-01,42.5,33.6,51.3
18001,2020-02-01,42.6,34.3,50.8
18003,2020-02-01,41.6,32.5,50.6
18005,2020-02-01,47.4,38,56.8
18007,2020-02-01,42,33,51
18009,2020-02-01,43.2,34.9,51.6
18011,2020-02-01,43.5,34.7,52.3
18013,2020-02-01,46.5,37.3,55.8
18015,2020-02-01,42.2,33.4,51.1
18017,2020-02-01,41.4,32.6,50.3
18019,2020-02-01,49.9,39.1,60.6
18021,2020-02-01,45.8,36.5,55.1
18023,2020-02-01,42.9,34.2,51.7
18025,2020-02-01,48.7,38.2,59.3
18027,2020-02-01,48.2,38.6,57.7
18029,2020-02-01,47.7,38,57.3
18031,2020-02-01,46.7,37.8,55.7
18033,2020-02-01,40.8,31.6,49.9
18035,2020-02-01,44.5,36.1,52.9
18037,2020-02-01,48.7,38.7,58.7
18039,2020-02-01,40.1,31.2,49.1
18041,2020-02-01,45.2,36.6,53.8
18043,2020-02-01,50.4,39.7,61
18045,2020-02-01,43.5,34.5,52.5
18047,2020-02-01,46.2,37.1,55.2
18049,2020-02-01,40.7,31.8,49.7
18051,2020-02-01,49.6,40.6,58.7
18053,2020-02-01,42.6,34.1,51.1
18055,2020-02-01,46.6,37.1,56.2
18057,2020-02-01,43.9,34.9,52.8
18059,2020-02-01,44.8,36.3,53.4
18061,2020-02-01,50.2,39.4,60.9
18063,2020-02-01,44.2,35.3,53.1
18065,2020-02-01,44.6,36.3,52.9
18067,2020-02-01,42.3,33.6,51
18069,2020-02-01,42,33.1,51
18071,2020-02-01,47.9,38.2,57.6
18073,2020-02-01,41,31.8,50.1
18075,2020-02-01,43.8,35.5,52.1
18077,2020-02-01,48.9,38.9,58.9
18079,2020-02-01,48,38.3,57.7
18081,2020-02-01,45.7,36.7,54.7
18083,2020-02-01,48.2,39,57.4
18085,2020-02-01,40.9,31.8,49.9
18087,2020-02-01,40.2,31.3,49
18089,2020-02-01,40.5,31.5,49.4
18091,2020-02-01,39.8,30.9,48.8
18093,2020-02-01,47.2,37.6,56.8
18095,2020-02-01,44.4,35.8,53
18097,2020-02-01,44.5,35.6,53.4
18099,2020-02-01,40.4,31.3,49.5
18101,2020-02-01,47.9,38.3,57.5
18103,2020-02-01,42,33.2,50.8
18105,2020-02-01,46,36.8,55.3
18107,2020-02-01,43.6,34.8,52.5
18109,2020-02-01,45.6,36.5,54.7
18111,2020-02-01,41.8,32.4,51.1
18113,2020-02-01,40.5,31.4,49.6
18115,2020-02-01,48.8,39,58.7
18117,2020-02-01,48.2,38,58.3
18119,2020-02-01,45.4,35.9,54.8
18121,2020-02-01,44.6,35.7,53.4
18123,2020-02-01,48.6,38.3,59
18125,2020-02-01,48.9,39.4,58.4
18127,2020-02-01,39.9,31.4,48.4
18129,2020-02-01,50.1,40.7,59.5
18131,2020-02-01,40,31,48.9
18133,2020-02-01,44.4,35.4,53.4
18135,2020-02-01,44.1,35.7,52.6
18137,2020-02-01,47.3,37.8,56.8
18139,2020-02-01,45.5,37.1,54
18141,2020-02-01,40,30.7,49.3
18143,2020-02-01,48.9,38.6,59.2
18145,2020-02-01,46.1,37.3,54.9
18147,2020-02-01,49.4,39.4,59.3
18149,2020-02-01,40,31.1,48.9
18151,2020-02-01,40.1,31.2,49
18153,2020-02-01,47.1,38.2,56
18155,2020-02-01,49.3,39.4,59.3
18157,2020-02-01,42.9,34.3,51.5
18159,2020-02-01,43.1,34.3,51.9
18161,2020-02-01,45.1,36.2,54.1
18163,2020-02-01,50,40.7,59.2
18165,2020-02-01,44.4,35.3,53.4
18167,2020-02-01,46.1,37.1,55.1
18169,2020-02-01,42.2,33.3,51
18171,2020-02-01,42.7,33.7,51.7
18173,2020-02-01,49.7,40,59.3
18175,2020-02-01,48.4,38.1,58.6
18177,2020-02-01,44.5,35.8,53.2
18179,2020-02-01,42.5,33.9,51
18181,2020-02-01,41.4,32.6,50.2
18183,2020-02-01,41.1,32,50.2
19001,2020-02-01,41.8,31.6,52.1
19003,2020-02-01,43,32.2,53.8
19005,2020-02-01,37.4,30,44.9
19007,2020-02-01,43.5,32.8,54.2
19009,2020-02-01,41.2,31.4,51
19011,2020-02-01,40.1,31.9,48.2
19013,2020-02-01,39.9,31.4,48.4
19015,2020-02-01,40.9,30.8,51
19017,2020-02-01,38.1,29.6,46.7
19019,2020-02-01,38.7,30.5,46.8
19021,2020-02-01,37.8,29,46.7
19023,2020-02-01,38.6,30.2,47
19025,2020-02-01,39.7,29.9,49.4
19027,2020-02-01,40.7,30.8,50.5
19029,2020-02-01,42.5,32.3,52.7
19031,2020-02-01,40.7,32,49.4
19033,2020-02-01,37.6,29.8,45.4
19035,2020-02-01,38.1,28.7,47.4
19037,2020-02-01,36.4,28.6,44.2
19039,2020-02-01,43.4,33.4,53.4
19041,2020-02-01,37.6,28.6,46.5
19043,2020-02-01,38.1,30.5,45.8
19045,2020-02-01,41.5,33.2,49.9
19047,2020-02-01,40.9,31.1,50.6
19049,2020-02-01,42.1,32,52.2
19051,2020-02-01,43.2,33.6,52.9
19053,2020-02-01,43.7,33.5,53.9
19055,2020-02-01,38.6,30.6,46.6
19057,2020-02-01,42.7,34.1,51.2
19059,2020-02-01,36.3,27.9,44.6
19061,2020-02-01,38.8,31.3,46.3
19063,2020-02-01,36.2,28.1,44.3
19065,2020-02-01,37.4,29,45.7
19067,2020-02-01,37.5,29.9,45.2
19069,2020-02-01,38.6,30.2,46.9
19071,2020-02-01,44.6,33.8,55.3
19073,2020-02-01,40.6,30.6,50.6
19075,2020-02-01,39.8,30.9,48.6
19077,2020-02-01,41.7,31.7,51.8
19079,2020-02-01,39.4,30.1,48.7
19081,2020-02-01,37.2,28.8,45.5
19083,2020-02-01,39.6,30.6,48.5
19085,2020-02-01,41.8,31.2,52.3
19087,2020-02-01,41.5,32.2,50.8
19089,2020-02-01,35.5,27.9,43.1
19091,2020-02-01,38.4,29.1,47.7
19093,2020-02-01,39.3,30.2,48.5
19095,2020-02-01,41.7,32.6,50.9
19097,2020-02-01,40.7,32.9,48.4
19099,2020-02-01,42.1,32.5,51.7
19101,2020-02-01,41.9,32.4,51.3
19103,2020-02-01,41.3,32.3,50.3
19105,2020-02-01,40.3,32.1,48.4
19107,2020-02-01,42.8,33.3,52.2
19109,2020-02-01,36.9,28.5,45.4
19111,2020-02-01,43.3,34.6,51.9
19113,2020-02-01,40.3,31.6,49
19115,2020-02-01,42,33,50.9
19117,2020-02-01,43.4,33.1,53.8
19119,2020-02-01,36.8,27.4,46.2
19121,2020-02-01,42.6,32.4,52.8
19123,2020-02-01,43.4,33.2,53.6
19125,2020-02-01,43,32.7,53.3
19127,2020-02-01,40.8,31.7,50
19129,2020-02-01,44,33.4,54.6
19131,2020-02-01,36.5,29,44.1
19133,2020-02-01,40.7,31,50.4
19135,2020-02-01,43.6,33.3,53.8
19137,2020-02-01,44,33.2,54.8
19139,2020-02-01,40.8,31.8,49.9
19141,2020-02-01,37.3,27.9,46.6
19143,2020-02-01,35.9,27.2,44.7
19145,2020-02-01,44.6,34,55.3
19147,2020-02-01,37.3,28.6,46
19149,2020-02-01,38.6,29.1,48.2
19151,2020-02-01,38,28.6,47.4
19153,2020-02-01,42.3,32.8,51.8
19155,2020-02-01,42.8,32.4,53.1
19157,2020-02-01,42,32.5,51.5
19159,2020-02-01,43.6,33.6,53.6
19161,2020-02-01,39.4,30.1,48.7
19163,2020-02-01,41.4,33,49.7
19165,2020-02-01,41.6,31.4,51.7
19167,2020-02-01,37.2,27.8,46.6
19169,2020-02-01,41.1,31.7,50.6
19171,2020-02-01,40.5,31.5,49.5
19173,2020-02-01,43.9,33.5,54.3
19175,2020-02-01,42.8,32,53.5
19177,2020-02-01,42.2,33.3,51.1
19179,2020-02-01,43.4,33.8,53.1
19181,2020-02-01,43.3,33.2,53.4
19183,2020-02-01,41.8,32.6,51
19185,2020-02-01,43.2,32.7,53.8
19187,2020-02-01,39.5,29.9,49.1
19189,2020-02-01,36.3,28.5,44
19191,2020-02-01,37,29.6,44.5
19193,2020-02-01,40,30.6,49.3
19195,2020-02-01,36.5,28.9,44.1
19197,2020-02-01,38.3,29.4,47.2
20001,2020-02-01,50.6,41.1,60.1
20003,2020-02-01,49.7,40.3,59.1
20005,2020-02-01,47.2,37.1,57.2
20007,2020-02-01,49.9,38,61.7
20009,2020-02-01,47,35.4,58.6
20011,2020-02-01,50.6,40.8,60.4
20013,2020-02-01,46.4,36,56.8
20015,2020-02-01,50,38.9,61
20017,2020-02-01,48.3,37.4,59.2
20019,2020-02-01,52.1,41.3,62.9
20021,2020-02-01,52.9,42.8,63
20023,2020-02-01,44.4,31.1,57.6
20025,2020-02-01,50.2,37,63.3
20027,2020-02-01,47.1,36.5,57.7
20029,2020-02-01,46.1,35.2,57.1
20031,2020-02-01,49.4,39.2,59.6
20033,2020-02-01,50.3,37.6,62.9
20035,2020-02-01,51.3,40.1,62.4
20037,2020-02-01,51.5,41.6,61.5
20039,2020-02-01,45.2,32.2,58.3
20041,2020-02-01,48.1,37.2,58.9
20043,2020-02-01,46.8,36.7,57
20045,2020-02-01,48.8,39.2,58.4
20047,2020-02-01,48.2,35.9,60.6
20049,2020-02-01,50.8,40.3,61.4
20051,2020-02-01,46.6,34.1,59.2
20053,2020-02-01,47.6,36.4,58.9
20055,2020-02-01,47.6,33.6,61.5
20057,2020-02-01,48.4,35.5,61.2
20059,2020-02-01,49.5,40.2,58.9
20061,2020-02-01,47.7,37.4,58
20063,2020-02-01,46.4,33.7,59
20065,2020-02-01,45.9,33.2,58.5
20067,2020-02-01,48.7,34.1,63.3
20069,2020-02-01,48.1,34.5,61.6
20071,2020-02-01,45.3,31.1,59.5
20073,2020-02-01,49.8,39.4,60.3
20075,2020-02-01,47.6,32.9,62.4
20077,2020-02-01,50.4,39.3,61.4
20079,2020-02-01,49.3,38.6,60
20081,2020-02-01,48.4,34.3,62.4
20083,2020-02-01,48.1,35.4,60.8
20085,2020-02-01,47.1,37,57.2
20087,2020-02-01,47.8,38.1,57.4
20089,2020-02-01,45,33.6,56.5
20091,2020-02-01,48.8,39.2,58.3
20093,2020-02-01,47.8,33.6,62
20095,2020-02-01,49.1,37.9,60.3
20097,2020-02-01,49,36.5,61.4
20099,2020-02-01,53,42.8,63
20101,2020-02-01,46.9,33.8,60
20103,2020-02-01,48.4,38.6,58.2
20105,2020-02-01,47.1,35.3,59
20107,2020-02-01,50.2,40.6,59.8
20109,2020-02-01,45.8,32.3,59.4
20111,2020-02-01,48.3,37.8,58.9
20113,2020-02-01,48.6,37.9,59.2
20115,2020-02-01,48.6,37.8,59.3
20117,2020-02-01,45.4,33.6,57.2
20119,2020-02-01,49.9,36.3,63.4
20121,2020-02-01,49.5,40.1,58.8
20123,2020-02-01,45.9,34.2,57.6
20125,2020-02-01,52.9,42.7,63.1
20127,2020-02-01,47.4,36.7,58.1
20129,2020-02-01,49.7,34.3,65
20131,2020-02-01,45.8,34.8,56.8
20133,2020-02-01,51.6,42,61.2
20135,2020-02-01,47.4,35.1,59.7
20137,2020-02-01,44.7,32.3,57.1
20139,2020-02-01,49.4,39.5,59.3
20141,2020-02-01,45.8,33.6,58
20143,2020-02-01,47.6,36.5,58.7
20145,2020-02-01,47.5,35.6,59.4
20147,2020-02-01,44.6,32.5,56.6
20149,2020-02-01,46.7,36.5,57
20151,2020-02-01,48.4,36.8,60
20153,2020-02-01,44.5,31.3,57.7
20155,2020-02-01,48.5,37.5,59.5
20157,2020-02-01,44.8,33.8,55.8
20159,2020-02-01,47.9,36.9,58.9
20161,2020-02-01,47.1,36.6,57.5
20163,2020-02-01,45.9,33,58.8
20165,2020-02-01,47.1,35,59.1
20167,2020-02-01,46.9,34.7,59
20169,2020-02-01,48.4,37.4,59.4
20171,2020-02-01,46.7,33.3,60.2
20173,2020-02-01,50.1,39.2,61
20175,2020-02-01,49.8,35.9,63.8
20177,2020-02-01,48.6,38.6,58.6
20179,2020-02-01,45.9,33.4,58.4
20181,2020-02-01,44.6,31,58.3
20183,2020-02-01,44.8,33,56.5
20185,2020-02-01,47.5,36.2,58.8
20187,2020-02-01,48.7,33.6,63.8
20189,2020-02-01,49.6,34.9,64.4
20191,2020-02-01,51,39.8,62
20193,2020-02-01,44.9,31.4,58.4
20195,2020-02-01,46.4,34.1,58.7
20197,2020-02-01,48.2,37.7,58.6
20199,2020-02-01,45.2,31.4,59
20201,2020-02-01,45.2,34.2,56.1
20203,2020-02-01,46,32.2,59.8
20205,2020-02-01,51.8,42.1,61.5
20207,2020-02-01,50.5,40.5,60.4
20209,2020-02-01,48.8,38.9,58.6
21001,2020-02-01,52.1,42.8,61.4
21003,2020-02-01,52.6,43.2,62.1
21005,2020-02-01,50.6,40.4,60.9
21007,2020-02-01,52.8,43.5,62
21009,2020-02-01,52.1,42.4,61.8
21011,2020-02-01,50.1,39.9,60.3
21013,2020-02-01,50.6,41,60.3
21015,2020-02-01,48.7,38.9,58.6
21017,2020-02-01,49.5,39.3,59.6
21019,2020-02-01,50.2,39.6,60.9
21021,2020-02-01,50.7,40.8,60.6
21023,2020-02-01,48.9,38.3,59.5
21025,2020-02-01,52.2,41.3,63.2
21027,2020-02-01,49.3,38.1,60.5
21029,2020-02-01,51.5,41.1,61.9
21031,2020-02-01,52.2,41.3,63
21033,2020-02-01,52.8,42.7,62.9
21035,2020-02-01,52.7,43.5,61.9
21037,2020-02-01,48.8,38.6,59
21039,2020-02-01,53,44,62.1
21041,2020-02-01,50,39.8,60.3
21043,2020-02-01,49.6,38.7,60.5
21045,2020-02-01,51.1,41.5,60.6
21047,2020-02-01,54.2,45,63.4
21049,2020-02-01,50.2,40.2,60.2
21051,2020-02-01,51.9,41.4,62.4
21053,2020-02-01,53.1,44,62.3
21055,2020-02-01,52.2,42.6,61.8
21057,2020-02-01,53.4,43.7,63.1
21059,2020-02-01,50.3,40,60.6
21061,2020-02-01,52.1,41.9,62.3
21063,2020-02-01,50,38.9,61.2
21065,2020-02-01,51.5,41.4,61.6
21067,2020-02-01,49.7,39.7,59.6
21069,2020-02-01,49.5,39,59.9
21071,2020-02-01,51.9,40.4,63.4
21073,2020-02-01,50.6,40.2,60.9
21075,2020-02-01,53.6,45.1,62.1
21077,2020-02-01,49.8,39.6,60
21079,2020-02-01,51.1,41.2,60.9
21081,2020-02-01,49.3,39.2,59.4
21083,2020-02-01,53,43.9,62.2
21085,2020-02-01,50.8,39.8,61.8
21087,2020-02-01,51.9,42.1,61.6
21089,2020-02-01,49.4,38.7,60
21091,2020-02-01,49,38.4,59.5
21093,2020-02-01,50.9,40.4,61.3
21095,2020-02-01,49.9,40,59.7
21097,2020-02-01,49.3,39,59.5
21099,2020-02-01,51.6,41.5,61.8
21101,2020-02-01,50.6,40.9,60.3
21103,2020-02-01,50.1,39.6,60.6
21105,2020-02-01,53.3,44.6,62
21107,2020-02-01,52.9,42.7,63.1
21109,2020-02-01,51.2,41.1,61.2
21111,2020-02-01,51.2,40.6,61.8
21113,2020-02-01,50.4,40.5,60.2
21115,2020-02-01,51,39,63
21117,2020-02-01,48.7,38.7,58.6
21119,2020-02-01,51.6,40.7,62.4
21121,2020-02-01,51.8,41.6,62
21123,2020-02-01,51.2,41.3,61.2
21125,2020-02-01,51.7,41.6,61.8
21127,2020-02-01,50.8,39.1,62.4
21129,2020-02-01,52,41.5,62.4
21131,2020-02-01,51.5,41,62
21133,2020-02-01,50.5,40,61
21135,2020-02-01,49.2,38.4,60
21137,2020-02-01,51,41.2,60.8
21139,2020-02-01,52.6,43.2,62
21141,2020-02-01,53,43.6,62.5
21143,2020-02-01,52.9,43.1,62.7
