fips,population,population_per_sqmile
20201,5525,6.007078017460588
20203,2143,2.847737117203974
20205,8780,14.991107424606204
20207,3170,6.137566084726985
20209,164345,1030.8284964304116
21001,19241,46.763476943892854
21003,20794,59.026544789683975
21005,22214,108.89873573306497
21007,8090,29.394807991695753
21009,43680,87.3492141616417
21011,12268,43.12512147279921
21013,27188,74.97309855009708
21015,129095,502.55334234784476
21017,20144,68.86455250560796
21019,48091,295.0350077671823
21021,29913,162.32829033210618
21023,8306,39.55414036745806
21025,13116,26.47924290894278
21027,20080,34.26596197066489
21029,79466,262.4992494469025
21031,12745,29.463595012208007
21033,12727,36.52223064820068
21035,38776,94.3827178767378
21037,92267,579.3625915759864
21039,4841,24.343901855080105
21041,10711,78.42860880529422
21043,27290,66.08205048011877
21045,15796,35.42490869697345
21047,72263,99.8322847637289
21049,35872,140.06363854486926
21051,20621,43.593380267261715
21053,10211,49.74462849819126
21055,9083,24.551181357257825
21057,6713,21.52675936259247
21059,99937,209.3461591120553
21061,12122,39.327601525989024
21063,7517,32.194872523637386
21065,14313,56.0041734181784
21067,318734,1119.441933082686
21069,14479,41.120827271675516
21071,36926,92.96377020264529
21073,50296,235.9495997019443
21075,6210,26.867669644649702
21077,8703,83.80433412102897
21079,17328,73.93600536069863
21081,24915,95.40792397356891
21083,37294,66.91608429388994
21085,26178,51.262570204733635
21087,11023,38.18970113265725
21089,35765,100.95284574234445
21091,8719,43.79986116473996
21093,108095,171.4889601267579
21095,27134,57.95962035722513
21097,18668,60.33655592910568
21099,18627,44.56720706652801
21101,46137,98.83562422589182
21103,15814,54.299336227101755
21105,4568,18.011589810085876
21107,45664,82.34567292154891
21109,13373,38.450869020787636
21111,767154,1938.755702225411
21113,52422,301.3023178058552
21115,22843,87.26769394072414
21117,164688,1000.9978162533862
21119,15513,43.89290202108146
21121,31467,81.40489683322753
21123,14156,53.57637646828644
21125,60180,135.704005137625
21127,15783,37.48057446720032
21129,6751,31.972824372011058
21131,10472,25.847722600764897
21133,22676,66.82676094698719
21135,13490,27.201617655367173
21137,24458,72.8374787613713
21139,9263,26.97235515743579
21141,26849,48.21807224707959
21143,8186,31.94016948156395
21145,65284,242.94424883813323
21147,17635,40.864052852380546
21149,9331,36.32271212779927
21151,89700,202.32000770160414
21153,12666,40.801469143276236
21155,19232,55.416079245723715
21157,31166,91.2802383085156
21159,11919,51.69822096621438
21161,17153,69.73998648964569
21163,28326,87.45692644346181
21165,6405,30.98316162840168
21167,21516,84.90063823335063
21169,10004,34.366664341946546
21171,10634,32.09038174362184
21173,27759,139.44857124792048
21175,13285,34.36412369071314
21177,31081,64.65444770911621
21179,45388,107.14629844455231
21181,7100,36.299345030774475
21183,24071,40.408188043911885
21185,65374,333.5170156979306
21187,10741,30.172120505634542
21189,4463,22.579765119621023
21191,14520,51.681609767815424
21193,26917,78.66084913112509
21195,60483,76.59030658712679
21197,12321,68.45945537427932
21199,64145,94.67511255287133
21201,2143,21.175643435231187
21203,16827,52.98020854597816
21205,24499,85.45811697140488
21207,17760,62.846652132756724
21209,53517,187.4730491561469
21211,46786,121.28880004117869
21213,18063,76.49168248763348
21215,18246,95.31634156622916
21217,25500,92.25880508142374
21219,12350,32.75916891041094
21221,14344,29.772083594096976
21223,8637,55.24875400455112
21225,14802,40.73642828717662
21227,126427,231.085603237599
21229,12019,39.789372452428765
21231,20609,42.52347097225204
21233,13155,39.15912270938139
21235,36089,81.2069687584611
21237,7223,32.42061561579518
21239,26097,136.0311414765669
22001,62568,94.05733248259007
22003,25661,33.145448491617145
22005,121176,399.97526740472864
22007,22714,61.92395129449524
22009,40882,46.75630027652095
22011,36769,31.208081578964496
22013,13668,16.428701697455708
22015,126131,142.97078829621788
22017,248361,261.4211890700782
22019,200182,180.76131569512657
22021,9996,18.30906923766977
22023,6868,4.134112456737231
22025,9893,13.257470168272281
22027,16153,20.805934861190146
22029,20021,26.60762605046417
22031,27216,29.92731274232539
22033,444094,935.4004434470587
22035,7225,16.244812567111417
22037,19499,42.49659537931053
22039,33636,49.048999929031176
22041,20322,31.758673134164066
22043,22348,33.214756827873984
22045,72691,115.49801209043724
22047,32956,50.10988257109504
22049,15926,27.174844005226813
22051,435300,764.9116459066688
22053,31467,47.26742914760925
22055,240091,880.0996086825079
22057,98214,76.59266291714398
22059,14949,22.38425208723063
22061,47356,99.2064742390649
22063,138111,198.65013621916896
22065,11472,17.48893192443132
22067,25992,31.98753041211553
22069,38963,29.605013049996852
22071,389648,1112.3784394421386
22073,156075,244.73832802579633
22075,23373,17.581701268762956
22077,22158,37.1316234207886
22079,131546,95.46019988723317
22081,8618,21.161507314957174
22083,20474,35.92877173582291
22085,24088,23.391410824432285
22087,45694,69.96883459534288
22089,52724,131.8993062613905
22091,10411,25.25675354642249
22093,21357,81.95166255035696
22095,43446,105.45152456576409
22097,83449,88.23552915586033
22099,53752,65.2430160449046
22101,51734,69.66479209192448
22103,252093,231.00294790973365
22105,130504,153.85125877197353
22107,4666,7.195580577291945
22109,112587,73.82762373622369
22111,22475,24.607898406828888
22113,59867,45.58321531264385
22115,51007,37.5447827493692
22117,46457,68.44731789752846
22119,39631,63.95824144715768
22121,25860,126.83643908286774
22123,11180,30.69600440872553
22125,15377,35.85645655143407
22127,14494,14.998126127999363
23001,107444,207.85353129543898
23003,68269,9.595562348096792
23005,290944,272.8082899600451
23007,30019,16.639484577223516
23009,54541,27.771121503788173
23011,121545,123.01412173811842
23013,39823,81.91083902574293
23015,34067,62.14515511690869
23017,57325,25.420307207377952
23019,151748,40.83588848104477
23021,16887,3.7027076037970588
23023,35277,113.21775486703896
23025,50710,11.946570217451564
23027,39418,49.25841982770742
23029,31694,10.44436060148657
23031,203102,191.2557770081796
24001,71977,165.2965760806304
24003,567696,1232.3315535458978
24005,827625,1294.9035096393693
24009,91082,376.99663522881957
24011,32875,98.62763868152123
24013,167522,364.26350642518986
24015,102517,264.10634439559936
24017,157671,320.4589516427728
24019,32261,49.04482979731721
24021,248472,368.01899553394423
24023,29376,44.41846228718062
24025,251025,546.2364945104025
24027,315327,1228.121397691783
24029,19593,63.70794057767083
24031,1040133,2024.3890818184982
24033,906202,1789.2961488239039
24035,49355,121.77338729283761
24037,111531,271.18044165764155
24039,25737,68.2355689230871
24041,37211,114.50975266047608
24043,149811,317.38742346403933
24045,102172,259.72994123533215
24047,51564,86.33435907195204
24510,614700,7025.998789250373
25001,213690,451.4424134256454
25003,127328,131.13154373223767
25005,558905,913.20812488129
25007,17313,135.01713840727706
25009,781024,1405.3775413748333
25011,70935,95.21724229517135
25013,469116,718.929463059936
25015,161159,286.9087910478031
25017,1595192,1819.9944876645002
25019,11101,177.37142765803554
25021,698249,1607.817682881239
25023,512135,701.3025689557679
25025,791766,11212.824148236688
25027,822280,505.0469299020348
26001,10364,14.93617129872631
26003,9194,9.728220282077878
26005,115250,137.12444404554475
26007,28612,47.68858289913722
26009,23177,44.370218357985266
26011,15165,41.00262848967012
26013,8507,9.269461763878539
26015,60057,103.68439051788278
26017,104786,229.97811222718744
26019,17552,50.68431857803762
26021,154807,267.1627097431956
26023,43584,83.95188135093608
26025,134473,186.76298000083588
26027,51460,100.99700821774694
26029,26219,57.01164297027601
26031,25458,31.852261061631186
26033,37834,22.74511592326387
26035,30616,53.26950649029746
26037,77896,135.4759597302011
26039,13836,24.587062612738777
26041,36190,30.153799327162847
26043,25570,32.91624894415399
26045,109155,188.58647938039786
26047,33039,68.88393432956829
26049,409361,630.6091341020502
26051,25289,48.97368962385955
26053,15414,13.442010963295672
26055,91746,187.42114873990076
26057,41067,71.89677095130082
26059,45830,75.4928336035734
26061,36360,34.87346965886997
26063,31543,36.52270476567292
26065,289564,518.3738555782273
26067,64176,110.88692175734971
26069,25247,44.54617756032382
26071,11212,9.24089346608793
26073,70775,122.21693997485026
26075,158913,219.402551595378
26077,261573,451.71329049300215
26079,17463,30.647544635634656
26081,643140,736.3333243943703
26083,2130,3.616440678967311
26085,11763,20.525485335268495
26087,88202,133.41638630032335
26089,21639,57.583042581169906
26091,98474,129.46284538071095
26093,188482,322.54332708148814
26095,6364,6.85208488930201
26097,10817,9.900055461956281
26099,868704,1795.0534669781405
26101,24444,43.69544749238446
26103,66939,35.74957463741923
26105,28884,56.727929143682005
26107,43264,75.66152448624733
26109,23234,22.134524479531997
26111,83389,158.29929803425213
26113,15006,26.09029227467011
26115,149699,266.14412737328394
26117,63209,87.6965819587227
26119,9261,16.471897817026345
26121,173043,328.43205795093445
26123,48142,55.8166623794748
26125,1250843,1374.2889465822686
26127,26417,48.26586213404659
26129,20928,36.45706535449352
26131,5968,4.482680952286815
26133,23232,40.551762349492954
26135,8277,14.486606076036098
26137,24397,46.088097149268656
26139,284034,491.8395018198075
26141,12797,18.61373609800441
26143,23877,41.166723388558
26145,192778,236.3677264502403
26147,159566,211.30892643607575
26149,60897,116.90252618473109
26151,41376,42.929063349619824
26153,8069,6.603205524458521
26155,68493,126.47374559387512
26157,53250,65.10778072226911
26159,75272,120.34144246635952
26161,365961,503.7200437081024
26163,1761382,2768.4835050798447
26165,33111,57.57737252254208
27001,15834,7.874275267644338
27003,347431,772.3954028533631
27005,33773,23.02543884736531
27007,46117,14.919980939810639
27009,39779,95.77658784140414
27011,5016,9.337956631149915
27013,66322,85.69983521657383
27015,25211,40.27057449467263
27017,35540,40.2865614699973
27019,100416,264.7177464961841
27021,29022,11.882465981629574
27023,12010,20.031901684070977
27025,54727,122.78964722281415
27027,62801,58.712159320402804
27029,8812,8.417320375995871
27031,5311,3.277499934756821
27033,11372,17.29126650850776
27035,63855,54.63978150878888
27037,418201,704.5483915474837
27039,20582,46.47847882277205
27041,37203,51.150736587348824
27043,13896,19.0424242501046
27045,20888,24.069782697451725
27047,30526,41.83791780300959
27049,46217,58.738578351543495
27051,5938,10.175861464506202
27053,1235478,2016.6237228360535
27055,18663,32.624170001053244
27057,20862,20.683255003721225
27059,38974,85.50399741259669
27061,45203,15.297440203905296
27063,10047,13.7562123585886
27065,16004,29.77700706281018
27067,42658,49.05333935935176
27069,4337,3.875746435819262
27071,12644,3.97674055476068
27073,6773,8.569787951907289
27075,10569,4.625382155629052
27077,3809,2.1220459285703273
27079,27983,58.54325668090136
27081,5707,10.219589069411908
27083,25839,35.19104566231073
27085,35825,69.93926522119938
27087,5506,9.313158550093688
27089,9392,5.107278488143766
27091,19964,27.00400963172722
27093,23079,35.18444465741128
27095,25728,37.331868003521436
27097,32949,28.24324419318964
27099,39602,55.16629779230467
27101,8353,11.436262489495158
27103,33783,71.18707768723743
27105,21839,29.72347914599092
27107,6559,7.357442949392268
27109,153065,232.14524392663972
27111,57992,25.637386383615855
27113,14184,22.59289086811112
27115,29129,20.147835673558323
27117,9185,19.410922743466482
27119,31591,15.5542297780181
27121,10980,15.085333805707647
27123,541493,3163.9838593156796
27125,4008,9.113755587951541
27127,15331,17.139623172857224
27129,14721,14.691429213365707
27131,65765,126.22402668526345
27133,9413,19.116672928056943
27135,15462,9.082469052681388
27137,200080,29.45001163831256
27139,143372,385.39700713200887
27141,93231,204.8128033959098
27143,14912,24.640945003460036
27145,156819,111.62734768840765
27147,36676,84.15337990166866
27149,9784,16.722309140565088
27151,9411,12.35364489000798
27153,24440,24.527803688979166
27155,3337,5.603013851685315
27157,21500,38.869562666162125
27159,13646,25.04340634049424
27161,18809,43.084009139055894
27163,253317,595.0998875656586
27165,10973,24.647617300238256
27167,6343,8.298153676773747
27169,50847,78.7894705793157
27171,132745,183.98363916697062
27173,9868,12.736027369500533
28001,31547,64.48487025258943
28003,37180,92.36912230567762
28005,12468,16.93705841291961
28007,18581,25.185375115804497
28009,8253,20.143169556653252
28011,32592,35.72525089581144
28013,14571,24.75272721721459
28015,10129,15.934575395831576
28017,17279,34.160717953430655
28019,8321,19.733580564001812
28021,9120,18.067260842825984
28023,15928,22.9381903595986
28025,19808,47.44459802764566
28027,23802,40.70376752514994
28029,28721,36.773522644919744
28031,19091,45.84659943422154
28033,176132,353.23183479099356
28035,75517,160.45076449085153
28037,7757,13.55309916248104
28039,23710,48.89988705582216
28041,13714,19.047702880620363
28043,21278,47.200026060451385
28045,46653,95.60711485661474
28047,202626,331.8896327082277
28049,241774,274.0931213730528
28051,18075,23.511650477707246
28053,8539,19.65611834109317
28055,1328,2.9858810036057974
28057,23480,43.387372677418625
28059,142014,184.19397459105312
28061,16529,24.32079336783942
28063,7346,13.891804853644175
28065,11495,27.98204521508522
28067,68454,97.62302287420381
28069,10107,13.163861454694961
28071,53459,78.50133656773103
28073,61223,121.84375885282077
28075,77323,107.95796296435763
28077,12630,28.871866417151175
28079,22870,38.97941564312209
28081,84915,187.28069413342004
28083,29804,48.88896759585778
28085,34432,58.23251165231291
28087,59437,114.94237029964542
28089,103498,138.8679253936295
28091,25202,45.77953670335654
28093,35787,50.27171963058738
28095,35840,46.3749945403066
28097,10198,24.930118964280535
28099,29376,51.24321183438981
28101,21524,37.02864458611766
28103,10828,15.454385404326818
28105,49481,106.8824253799578
28107,34243,48.34760504211024
28109,55149,67.20645356357558
28111,12028,18.44500609995922
28113,39737,96.16345850411905
28115,31315,62.42273267330173
28117,25360,60.419106323777456
28119,7372,18.015255518953914
28121,151240,186.76691634466715
28123,28415,46.33288916427671
28125,4511,10.322245069207586
28127,27073,45.55556926534983
28129,16063,25.137235414955928
28131,18375,40.936412477523056
28133,26532,37.31799856508648
28135,14361,21.94146882146531
28137,28493,69.15074738976583
28139,21990,47.69500085134603
28141,19478,43.8477994946041
28143,10170,21.070005922575113
28145,28356,67.77384600247667
28147,14601,36.011862129155354
28149,47075,75.79573297631006
28151,47086,61.632764213621805
28153,20422,25.03323432209377
28155,9828,23.178907284671542
28157,8990,13.019392253179607
28159,18358,29.98643818561248
28161,12421,25.001844717912935
28163,27974,29.77687031364513
29001,25325,44.00308256498092
29003,17403,39.233631661097604
29005,5270,9.43137173894706
29007,25735,36.62333947881299
29009,35493,44.27246630890248
29011,11850,19.703572767789304
29013,16374,18.968809498286227
29015,18989,25.095742499756817
29017,12281,19.739435285465554
29019,176515,253.72873013463982
29021,89076,212.31655048286927
29023,42733,60.88407246813843
29025,9049,20.88420949619294
29027,44840,52.4312507103299
29029,45096,63.12476079276142
29031,78324,133.41946071150096
29033,8843,12.468694728984506
29035,6197,12.103768493617919
29037,102678,144.02491470077638
29039,13938,27.63831096999683
29041,7546,9.734171894241042
29043,84275,148.3376232899236
29045,6800,13.156774752933462
29047,239164,576.9522716553868
29049,20475,47.8234871703142
29051,76740,190.721973563079
29053,17622,30.609921837152058
29055,24280,32.590972407887726
29057,7590,14.80732379895856
29059,16499,30.07651633160474
29061,8302,14.358561653363896
29063,12564,29.032983075867573
29065,15504,20.410892933391473
29067,13374,16.265545179493838
29069,30428,55.41370082987917
29071,102781,109.76542556128588
29073,14746,27.91627191438005
29075,6665,13.413806755872452
29077,288429,419.945992589077
29079,10039,22.657648897356566
29081,8554,11.65834548929892
29083,21765,29.354579686759596
29085,9368,22.400684129442475
29087,4456,9.282413831114871
29089,10113,21.22476787558245
29091,40102,42.91180723402079
29093,10221,18.44202968587686
29095,692003,1107.952816608137
29097,119238,182.48944618027917
29099,223302,334.38400860403834
29101,53689,63.60481910250763
29103,3951,7.762735029919427
29105,35507,45.91321319053378
29107,32589,50.33811731063197
29109,38133,61.36878241453168
29111,10027,19.510369334772
29113,55563,86.09476797518074
29115,12186,19.429979799632896
29117,15076,27.69777429259944
29119,22827,41.64550365026246
29121,15254,18.642497520611297
29123,12205,24.256792748991636
29125,8884,16.656165380465943
29127,28672,64.28449531501884
29129,3664,7.992046975568739
29131,25049,41.42283285596895
29133,13748,31.961022268900564
29135,15958,37.87514990810647
29137,8654,12.84161914950591
29139,11545,21.23770289885782
29141,20137,32.37727554913068
29143,17811,25.447110918224432
29145,58202,91.7301671905798
29147,22547,25.31302292956272
29149,10699,13.429766121009708
29151,13619,22.025057439940763
29153,9236,12.11543833767412
29155,17031,33.045907416333065
29157,19146,39.36425946512953
29159,42371,61.035866540101935
29161,44789,65.92246588956054
29163,18489,26.910908995921933
29165,98824,227.50083834163905
29167,31549,48.471142116917186
29169,52591,94.64519342257103
29171,4815,9.14740944749257
29173,10217,20.961735012158986
29175,24945,50.708059855026534
29177,22825,39.17086203025437
29179,6315,7.7135426829177485
29181,13693,21.579317194597657
29183,389985,658.4602587141163
29185,9383,13.201214593111839
29186,17871,35.18000055978844
29187,66342,145.61007376026706
29189,998684,1897.729105097269
29195,23102,29.87472410362448
29197,4502,14.472795216722181
29199,4898,11.057835917635636
29201,38729,90.47060683829865
29203,8246,8.173755057521197
29205,6061,11.967656626605452
29207,29512,35.51423809189389
29209,31527,60.91349988651815
29211,6317,9.62197813164047
29213,54720,83.20968377488803
29215,25671,21.506789233625668
29217,20691,24.259814685500125
29219,33908,76.74105384684826
29221,24931,32.413785011537044
29223,13308,17.12733486056701
29225,38082,63.486328022751884
29227,2040,7.51485250637992
29229,18293,26.58674783861884
29510,311273,4682.011249959856
30001,9393,1.509036323767382
30003,13376,2.4853350422940435
30005,6727,1.4777919863010611
30007,5834,4.274716888881928
30009,10546,4.712611846709851
30011,1318,0.3735080808679632
30013,81746,27.54146323464837
30015,5789,1.3339657851645588
30017,11845,2.9496169009362165
30019,1753,1.1682845374626436
30021,9191,3.663593895592203
30023,9100,11.023396903516824
30025,2838,1.6624771799674316
30027,11273,2.4018743727279435
30029,98082,16.78882488705852
30031,104729,36.15078200702761
30033,1141,0.22102264204310698
30035,13699,4.098189000784398
30037,724,0.5697477111512604
30039,3269,1.691656428892325
30041,16439,5.219896171465671
30043,11778,6.425169157835621
30045,1951,0.9588149449522635
30047,29774,16.131814015375667
30049,67077,17.389113334607195
30051,2280,1.4405457796025838
30053,19358,4.6979695206190675
30055,1630,0.5751024312474169
30057,8218,2.059059696994095
30059,1968,0.751143494352147
30061,4211,3.058682184068447
30063,115983,39.69089643949955
30065,4807,2.3829413712305376
30067,16246,5.265966318229026
30069,432,0.2405356824977452
30071,4124,0.7408957637798014
30073,6044,3.3485474309953407
30075,1619,0.46249977787195085
30077,6861,2.651418960708202
30079,1342,0.7289617565214528
30081,41902,15.570585842964144
30083,11360,5.146027178730007
30085,11228,4.503465168194897
30087,9250,1.7279657712372594
30089,11521,3.676468255878687
30091,3574,1.9995693179435416
30093,34814,43.621923190106216
30095,9410,4.79753449615165
30097,3653,1.8084546689850127
30099,6080,2.4164567695590273
30101,4976,2.3411607270151342
30103,777,0.7373801854202537
30105,7532,1.4035297965806337
30107,2149,1.3862348558799031
30109,1175,1.2574554278082888
30111,157816,55.26212210994972
31001,31583,54.37236052631034
31003,6372,7.2325719746871515
31005,418,0.5565972539813155
31007,696,0.8821564857308553
31009,480,0.6502352788254248
31011,5313,7.522925202725171
31013,11089,9.749520072781067
31015,2042,3.6462068406703647
31017,2988,2.3600141535647476
31019,49030,48.67851336854157
31021,6528,12.891429065931044
31023,8067,13.353387000794706
31025,25702,44.57940403803189
31027,8523,11.211370421739183
31029,3734,3.9899208138639337
31031,5790,0.9265294342348138
31033,9852,7.8180312425595675
31035,6232,10.577164673274261
31037,10760,25.27331526859432
31039,8991,15.319636929738392
31041,10830,4.067738972039401
31043,20317,74.49188743107953
31045,8896,6.050069300871599
31047,23804,22.55498797346845
31049,1894,4.097439464350348
31051,5746,11.623183849126807
31053,36683,66.24146243401935
31055,554992,1606.6569494602413
31057,2023,2.0945981397709015
31059,5574,9.428253873011958
31061,3006,5.057718176640311
31063,2609,2.566684573641179
31065,4786,6.3847430715055
31067,21595,24.576986081662227
31069,1860,1.0258523244676503
31071,1975,3.35269823110533
31073,2015,4.19768207162551
31075,718,0.8769279357535215
31077,2410,4.101477477355794
31079,61343,107.96370950755978
31081,9178,16.402322836350645
31083,3438,5.795130518046099
31085,943,1.2662279106528345
31087,2843,3.7969622344091642
31089,10245,4.121616107074554
31091,691,0.9203033488256822
31093,6405,10.841038471863351
31095,7188,12.18359403055818
31097,5197,13.523037329733768
31099,6552,12.310236932940578
31101,8099,7.000847567209734
31103,792,0.9893570745583827
31105,3667,3.6393773511119862
31107,8460,7.239511723842423
31109,310094,358.5673518199989
31111,35433,13.220817534579302
31113,886,1.4902261936850307
31115,585,0.9895094701285764
31117,454,0.5065465615765864
31119,35164,59.676467137597825
31121,7803,15.291805644535831
31123,4841,3.2147051399893085
31125,3554,7.723969995574218
31127,7004,16.770036629862755
31129,4275,7.225303660809888
31131,15896,25.205371405357553
31133,2676,6.057706912294989
31135,2907,3.1294107071372324
31137,9120,16.369643879924414
31139,7157,12.17241604543619
31141,33063,47.146039860437796
31143,5255,11.660509318737564
31145,10806,14.47789954776735
31147,8009,14.18640569271146
31149,1350,1.2932944112891396
31151,14288,24.228223093065967
31153,178351,707.8334592948719
31155,21024,27.13249012114605
31157,36255,46.00887775501579
31159,17127,29.08509731534379
31161,5234,2.023731386417484
31163,3042,5.148234902897719
31165,1266,0.580915315844551
31167,5992,13.586492121286826
31169,5098,8.634653683521588
31171,645,0.87013422798768425
31173,7140,17.67207844942601
31175,4224,7.185800571488013
31177,20219,50.30836416780041
31179,9367,20.66373466282137
31181,3571,6.02524415292644
31183,822,1.3904719669597638
31185,13799,23.368063607231868
32001,24010,3.945878139381703
32003,2141574,224.12459966716017
32005,47828,52.546472169732034
32007,52252,2.6147834480070014
32009,981,0.2251678478350606
32011,1830,0.37056020058835015
32013,16904,1.4662763517617627
32015,5746,0.8749393870660094
32017,5174,0.4137247403889702
32019,53155,21.421030902352665
32021,4448,0.9556378780169471
32023,43705,2.009898579500913
32027,6611,0.9054099886447629
32029,3941,12.137622247245567
32031,450486,56.4612558332227
32033,9737,0.9379377692121265
32510,54467,280.24760615336857
33001,60640,124.48636200335687
33003,47840,46.62028003525176
33005,76263,101.49760887979325
33007,32038,16.940847183533986
33009,89811,49.793038640519164
33011,411087,446.6146118164777
33013,149452,151.79028126571873
33015,305129,405.896725367545
33017,128237,324.68724148457625
33019,43125,75.9035519942139
34001,268539,430.1510272689135
34003,929999,3695.020590225834
34005,446367,532.9564357954905
34007,507367,2186.5869245636204
34009,93705,320.2315889623025
34011,153400,298.24493648790985
34013,793555,5976.099563445871
34015,290852,846.2789615984346
34017,668631,11065.274472183204
34019,125051,280.37504461004363
34021,368762,1573.083220916983
34023,826698,2527.148777888417
34025,623387,1253.3960971924064
34027,494383,1006.2700902541449
34029,591939,764.1457606028087
34031,504041,2478.0028534210273
34033,63336,178.23667056895835
34035,330176,1061.0631659952253
34037,142298,260.31405293600756
34039,553066,5146.2619876967
34041,106293,287.5164831698145
35001,677692,530.4130918714961
35003,3539,0.45835091568689823
35005,65459,9.990474519309299
35006,26978,5.357358920258203
35007,12353,3.054969843088015
35009,50199,33.40406977068549
35011,2060,0.820928029748142
35013,215338,51.199394201491515
35015,57437,12.688377199399701
35017,28061,6.3250316516429335
35019,4382,1.340652843302377
35021,459,0.2018977762788061
35023,4371,1.128009630349407
35025,70126,14.907492072223317
35027,19482,3.711061871624433
35028,18356,155.15298933406703
35029,24264,7.344274080644107
35031,72849,12.052834236977779
35033,4563,2.1945195812509755
35035,65745,9.084928402716844
35037,8373,2.72422821066005
35039,39307,6.1095095278570595
35041,19117,7.287322587439185
35043,140769,34.58064020325768
35045,127455,20.80428093841676
35047,28034,5.490757732027443
35049,148917,71.69697467755849
35051,11135,2.3772203752242036
35053,17000,2.3242111521694784
35055,32888,13.7913753232953
35057,15595,4.285873191836306
35059,4175,1.0233585278748156
35061,75956,64.78254929920466
36001,307426,563.1401454346964
36003,47025,45.04545573545739
36005,1437872,27603.07514535949
36007,194402,267.524631525554
36009,77686,58.17918981132299
36011,77868,104.3637169255328
36013,129656,118.91162569848059
36015,85740,206.17438383032842
36017,48348,52.90943731579385
36019,80794,70.6841612486982
36021,60919,91.69271323794446
36023,48123,94.48681665576046
36025,45502,30.409460660759503
36027,293894,347.17942373805096
36029,919866,866.528018209761
36031,37751,19.27540788020338
36033,50692,29.34412366235405
36035,53743,98.90334062675396
36037,58112,116.56077696253992
36039,47617,70.85140537988433
36041,4575,2.4796145002545775
36043,62505,42.071837389512126
36045,114448,80.91588829496108
36047,2600747,30779.536927512523
36049,26719,20.363644500947807
36051,63907,98.57970040528787
36053,71359,106.13552467390494
36055,744248,1106.1898223697822
36057,49426,117.88408573524006
36059,1356564,4056.935524013313
36061,1632480,46284.76190545473
36063,211704,393.86632153690357
36065,230782,180.37457267157663
36067,464242,567.8752354870962
36069,109472,163.56975929110774
36071,378227,441.9536462922898
36073,41175,103.57034182951362
36075,119104,115.29161584932494
36077,60244,58.26518761705429
36079,99070,392.88441276639503
36081,2298513,17728.042500810498
36083,159431,234.269459445405
36085,474101,7397.897306639321
36087,323686,1588.513449167299
36089,109558,38.141594606329406
36091,227377,263.417694270451
36093,154883,723.7735875875674
36095,31364,49.01563904494112
36097,17992,52.03486745566449
36099,34612,87.54376875865293
36101,96927,68.22375846990668
36103,1487901,1243.3231855320207
36105,75211,73.84756681772103
36107,49045,92.39697019343978
36109,102962,206.64405761314157
36111,179303,151.10169862311133
36113,64480,67.64439635216786
36115,61828,71.37150312191365
36117,90856,146.711313892025
36119,968815,1978.3817702356234
36121,40565,67.41089201590214
36123,25009,65.56663554006371
37001,160576,368.2496729750168
37003,37119,140.32460447985878
37005,10973,46.19199525542185
37007,25306,46.85614378211468
37009,26786,62.407918175113544
37011,17501,70.5936950597865
37013,47243,53.93865612684758
37015,19644,27.03994401167854
37017,33778,37.69874539407534
37019,126860,140.30398759986565
37021,254474,384.795645452216
37023,89712,173.85291218931877
37025,201448,548.699320476693
37027,81779,171.43635284633586
37029,10447,41.49319326956294
37031,68920,103.05728064368236
37033,22746,52.692190229520165
37035,156729,375.8497755833436
37037,69791,97.58297093457846
37039,27668,59.32518024980704
37041,14205,77.54742933234388
37043,10813,48.92488254777267
37045,97159,206.85779427490337
37047,56293,58.32241272000035
37049,103082,136.65600543535405
37051,332106,498.81793315691766
37053,25796,84.98303510001067
37055,35741,76.22433637697401
37057,164664,288.16532432891336
37059,41991,156.45372906599687
37061,59062,71.1904454645906
37063,306457,1022.3829626298291
37065,53332,103.59052224594022
37067,371573,895.9265736076899
37069,64902,129.66569264108233
37071,216585,592.511017181823
37073,11563,32.9069874035055
37075,8557,28.3428870455695
37077,58874,108.38983086845619
37079,21008,77.56873600523171
37081,523582,788.232661136669
37083,51737,70.09204337944428
37085,130361,214.76754556079896
37087,60433,108.98207549223143
37089,113625,303.73225692727476
37091,24153,66.18893488922747
37093,53239,134.7670269364797
37095,5393,7.035262167565869
37097,172525,287.0724492925845
37099,42256,85.44391565243458
37101,191172,236.9326816944208
37103,9695,20.235417883891166
37105,60125,230.03565534086906
37107,57227,140.46681858143214
37109,81441,265.7787016664642
37111,45109,101.05142375745942
37113,34410,66.23597988101149
37115,21405,47.36263035887373
37117,23054,49.89368123388717
37119,1054314,1923.2282695393708
37121,15040,67.19544546385414
37123,27338,54.19284246743672
37125,95629,134.77580977537482
37127,94003,171.35921789348734
37129,224231,1005.9177183976732
37131,20186,36.18355550156855
37133,193912,234.2526847289711
37135,142938,353.67565031806373
37137,12742,32.06004621849855
37139,39479,166.66770158925237
37141,59020,66.02821296975702
37143,13459,51.974502351173506
37145,39305,96.32887650148777
37147,177372,266.498654620083
37149,20458,85.15006801550024
37151,142958,179.7347930188282
37153,45189,93.39340256365581
37155,133442,139.32792275558802
37157,91270,158.5024777955059
37159,139605,266.03479864005004
37161,66532,117.09655486410021
37163,63561,66.3396634506025
37165,35262,108.81959760037795
37167,61114,149.75349420308424
37169,45905,100.37620348103778
37171,72099,133.0779383687267
37173,14254,26.330739787461987
37175,33513,87.45328114838
37177,4119,9.73443070128424
37179,226694,352.7972158734218
37181,44482,163.7467935603742
