fips,month,rent,rent_yoy,rent_index
01003,2018-01-01,1260,-1100,95.96344249809596
01003,2018-02-01,1245,-1305,94.82102056359481
01003,2018-03-01,1265,-1169,96.34424980959635
01003,2018-04-01,1268,-1434,96.57273419649657
01003,2018-05-01,1272,-1444,96.87738004569688
01003,2018-06-01,1276,-1534,97.18202589489718
01003,2018-07-01,1288,-1378,98.09596344249809
01003,2018-08-01,1297,-1339,98.78141660319878
01003,2018-09-01,1296,-1334,98.7052551408987
01003,2018-10-01,1293,-1319,98.47677075399848
01003,2018-11-01,1283,-1325,97.71515613099771
01003,2018-12-01,1290,-1262,98.24828636709825
01003,2019-01-01,1285,-1235,97.86747905559787
01003,2019-02-01,1298,-1192,98.85757806549886
01003,2019-03-01,1298,-1232,98.85757806549886
01003,2019-04-01,1304,-1232,99.31454683929931
01003,2019-05-01,1307,-1237,99.54303122619955
01003,2019-06-01,1324,-1228,100.83777608530085
01003,2019-07-01,1339,-1237,101.98019801980197
01003,2019-08-01,1345,-1249,102.43716679360244
01003,2019-09-01,1329,-1263,101.21858339680121
01003,2019-10-01,1321,-1265,100.60929169840061
01003,2019-11-01,1309,-1257,99.6953541507997
01003,2019-12-01,1313,-1267,100
01003,2020-01-01,1306,-1264,99.46686976389947
01003,2020-02-01,1313,-1283,100
01003,2020-03-01,1305,-1291,99.39070830159939
01003,2020-04-01,1314,-1294,100.07616146230008
01003,2020-05-01,1313,-1301,100
01003,2020-06-01,1317,-1331,100.30464584920031
01003,2020-07-01,1324,-1354,100.83777608530085
01003,2020-08-01,1344,-1346,102.36100533130237
01003,2020-09-01,1365,-1293,103.96039603960396
01003,2020-10-01,1379,-1263,105.02665651180503
01003,2020-11-01,1386,-1232,105.55978674790556
01003,2020-12-01,1390,-1236,105.86443259710587
01003,2021-01-01,1391,-1221,105.94059405940595
01003,2021-02-01,1399,-1227,106.54988575780655
01003,2021-03-01,1407,-1203,107.15917745620716
01073,2018-01-01,938,-906,92.41379310344827
01073,2018-02-01,939,-929,92.51231527093596
01073,2018-03-01,946,-912,93.20197044334975
01073,2018-04-01,959,-915,94.48275862068965
01073,2018-05-01,964,-926,94.97536945812809
01073,2018-06-01,973,-939,95.86206896551724
01073,2018-07-01,978,-948,96.35467980295567
01073,2018-08-01,985,-935,97.04433497536947
01073,2018-09-01,985,-931,97.04433497536947
01073,2018-10-01,981,-931,96.65024630541872
01073,2018-11-01,975,-929,96.05911330049261
01073,2018-12-01,975,-913,96.05911330049261
01073,2019-01-01,980,-896,96.55172413793103
01073,2019-02-01,987,-891,97.24137931034483
01073,2019-03-01,992,-900,97.73399014778326
01073,2019-04-01,994,-924,97.93103448275862
01073,2019-05-01,996,-932,98.12807881773399
01073,2019-06-01,1005,-941,99.01477832512316
01073,2019-07-01,1016,-940,100.09852216748769
01073,2019-08-01,1024,-946,100.88669950738915
01073,2019-09-01,1024,-946,100.88669950738915
01073,2019-10-01,1020,-942,100.49261083743843
01073,2019-11-01,1017,-933,100.19704433497536
01073,2019-12-01,1013,-937,99.80295566502463
01073,2020-01-01,1015,-945,100
01073,2020-02-01,1015,-959,100
01073,2020-03-01,1015,-969,100
01073,2020-04-01,1007,-981,99.21182266009852
01073,2020-05-01,1005,-987,99.01477832512316
01073,2020-06-01,1007,-1003,99.21182266009852
01073,2020-07-01,1017,-1015,100.19704433497536
01073,2020-08-01,1030,-1018,101.47783251231527
01073,2020-09-01,1039,-1009,102.36453201970444
01073,2020-10-01,1043,-997,102.75862068965517
01073,2020-11-01,1041,-993,102.5615763546798
01073,2020-12-01,1039,-987,102.36453201970444
01073,2021-01-01,1036,-994,102.06896551724138
01073,2021-02-01,1037,-993,102.16748768472908
01073,2021-03-01,1039,-991,102.36453201970444
01089,2018-01-01,869,-881,85.19607843137254
01089,2018-02-01,865,-851,84.80392156862744
01089,2018-03-01,861,-839,84.41176470588235
01089,2018-04-01,865,-807,84.80392156862744
01089,2018-05-01,872,-796,85.49019607843137
01089,2018-06-01,894,-802,87.6470588235294
01089,2018-07-01,909,-825,89.11764705882354
01089,2018-08-01,922,-848,90.3921568627451
01089,2018-09-01,925,-869,90.68627450980392
01089,2018-10-01,921,-871,90.29411764705883
01089,2018-11-01,923,-857,90.49019607843137
01089,2018-12-01,923,-821,90.49019607843137
01089,2019-01-01,925,-813,90.68627450980392
01089,2019-02-01,929,-801,91.07843137254902
01089,2019-03-01,939,-783,92.05882352941175
01089,2019-04-01,947,-783,92.84313725490196
01089,2019-05-01,958,-786,93.92156862745098
01089,2019-06-01,973,-815,95.3921568627451
01089,2019-07-01,988,-830,96.86274509803921
01089,2019-08-01,997,-847,97.74509803921568
01089,2019-09-01,999,-851,97.94117647058823
01089,2019-10-01,1002,-840,98.23529411764706
01089,2019-11-01,1003,-843,98.33333333333333
01089,2019-12-01,1009,-837,98.92156862745098
01089,2020-01-01,1013,-837,99.31372549019608
01089,2020-02-01,1020,-838,100
01089,2020-03-01,1025,-853,100.49019607843137
01089,2020-04-01,1021,-873,100.09803921568627
01089,2020-05-01,1020,-896,100
01089,2020-06-01,1026,-920,100.58823529411765
01089,2020-07-01,1045,-931,102.45098039215685
01089,2020-08-01,1065,-929,104.41176470588236
01089,2020-09-01,1077,-921,105.58823529411765
01089,2020-10-01,1092,-912,107.05882352941177
01089,2020-11-01,1096,-910,107.45098039215686
01089,2020-12-01,1099,-919,107.74509803921568
01089,2021-01-01,1098,-928,107.6470588235294
01089,2021-02-01,1102,-938,108.0392156862745
01089,2021-03-01,1111,-939,108.92156862745097
01097,2018-01-01,833,-833,94.98289623717217
01097,2018-02-01,837,-849,95.43899657924743
01097,2018-03-01,851,NA,97.03534777651083
01097,2018-04-01,867,-819,98.85974914481186
01097,2018-05-01,883,-831,100.68415051311288
01097,2018-06-01,877,-833,100
01097,2018-07-01,869,-825,99.0877993158495
01097,2018-08-01,859,-813,97.94754846066135
01097,2018-09-01,859,-785,97.94754846066135
01097,2018-10-01,866,-772,98.74572405929305
01097,2018-11-01,857,-791,97.71949828962371
01097,2018-12-01,845,-821,96.35119726339795
01097,2019-01-01,842,-824,96.00912200684151
01097,2019-02-01,850,-824,96.92132269099201
01097,2019-03-01,867,-835,98.85974914481186
01097,2019-04-01,876,-858,99.8859749144812
01097,2019-05-01,887,-879,101.14025085518814
01097,2019-06-01,895,-859,102.05245153933866
01097,2019-07-01,897,-841,102.28050171037629
01097,2019-08-01,897,-821,102.28050171037629
01097,2019-09-01,894,-824,101.93842645381983
01097,2019-10-01,888,-844,101.25427594070695
01097,2019-11-01,879,-835,100.22805017103762
01097,2019-12-01,877,-813,100
01097,2020-01-01,877,-807,100
01097,2020-02-01,877,-823,100
01097,2020-03-01,879,-855,100.22805017103762
01097,2020-04-01,880,-872,100.34207525655646
01097,2020-05-01,884,-890,100.79817559863169
01097,2020-06-01,884,-906,100.79817559863169
01097,2020-07-01,895,-899,102.05245153933866
01097,2020-08-01,915,-879,104.33295324971495
01097,2020-09-01,928,-860,105.81527936145952
01097,2020-10-01,931,-845,106.15735461801596
01097,2020-11-01,909,-849,103.64880273660204
01097,2020-12-01,906,-848,103.30672748004561
01097,2021-01-01,904,-850,103.07867730900797
01097,2021-02-01,924,-830,105.35917901938427
01097,2021-03-01,930,-828,106.04332953249715
01101,2018-01-01,926,-960,97.16684155299056
01101,2018-02-01,927,-985,97.27177334732424
01101,2018-03-01,927,-981,97.27177334732424
01101,2018-04-01,928,-954,97.37670514165792
01101,2018-05-01,932,-932,97.79643231899266
01101,2018-06-01,934,-914,98.00629590766002
01101,2018-07-01,936,-902,98.21615949632738
01101,2018-08-01,935,-913,98.11122770199371
01101,2018-09-01,935,-919,98.11122770199371
01101,2018-10-01,936,-910,98.21615949632738
01101,2018-11-01,939,-895,98.53095487932843
01101,2018-12-01,940,-900,98.63588667366213
01101,2019-01-01,936,-916,98.21615949632738
01101,2019-02-01,936,-918,98.21615949632738
01101,2019-03-01,937,-917,98.32109129066107
01101,2019-04-01,943,-913,98.95068205666317
01101,2019-05-01,942,-922,98.84575026232949
01101,2019-06-01,945,-923,99.16054564533053
01101,2019-07-01,948,-924,99.47534102833158
01101,2019-08-01,954,-916,100.10493179433368
01101,2019-09-01,953,-917,100
01101,2019-10-01,951,-921,99.79013641133263
01101,2019-11-01,946,-932,99.26547743966422
01101,2019-12-01,947,-933,99.3704092339979
01101,2020-01-01,949,-923,99.58027282266528
01101,2020-02-01,953,-919,100
01101,2020-03-01,956,-918,100.31479538300106
01101,2020-04-01,953,-933,100
01101,2020-05-01,956,-928,100.31479538300106
01101,2020-06-01,958,-932,100.52465897166843
01101,2020-07-01,966,-930,101.36411332633787
01101,2020-08-01,970,-938,101.78384050367262
01101,2020-09-01,968,-938,101.57397691500525
01101,2020-10-01,973,-929,102.09863588667368
01101,2020-11-01,980,-912,102.83315844700944
01101,2020-12-01,984,-910,103.25288562434419
01101,2021-01-01,982,-916,103.04302203567681
01101,2021-02-01,978,-928,102.62329485834208
01101,2021-03-01,987,-925,103.56768100734524
01117,2018-01-01,999,-993,92.75766016713092
01117,2018-02-01,995,-997,92.38625812441968
01117,2018-03-01,996,-1010,92.47910863509749
01117,2018-04-01,997,-1019,92.57195914577531
01117,2018-05-01,1009,-1001,93.68616527390901
01117,2018-06-01,1024,-968,95.07892293407613
01117,2018-07-01,1045,-937,97.02878365831012
01117,2018-08-01,1056,-930,98.05013927576601
01117,2018-09-01,1059,-963,98.32869080779945
01117,2018-10-01,1060,-964,98.42154131847725
01117,2018-11-01,1056,-968,98.05013927576601
01117,2018-12-01,1051,-949,97.58588672237697
01117,2019-01-01,1041,-957,96.65738161559888
01117,2019-02-01,1035,-955,96.10027855153204
01117,2019-03-01,1042,-950,96.75023212627669
01117,2019-04-01,1055,-939,97.95728876508821
01117,2019-05-01,1061,-957,98.51439182915506
01117,2019-06-01,1070,-978,99.35004642525533
01117,2019-07-01,1075,-1015,99.81429897864437
01117,2019-08-01,1086,-1026,100.83565459610028
01117,2019-09-01,1085,-1033,100.74280408542246
01117,2019-10-01,1081,-1039,100.37140204271124
01117,2019-11-01,1074,-1038,99.72144846796658
01117,2019-12-01,1064,-1038,98.79294336118849
01117,2020-01-01,1066,-1016,98.9786443825441
01117,2020-02-01,1077,-993,100
01117,2020-03-01,1094,-990,101.57845868152276
01117,2020-04-01,1092,-1018,101.39275766016713
01117,2020-05-01,1081,-1041,100.37140204271124
01117,2020-06-01,1077,-1063,100
01117,2020-07-01,1092,-1058,101.39275766016713
01117,2020-08-01,1110,-1062,103.06406685236769
01117,2020-09-01,1122,-1048,104.17827298050139
01117,2020-10-01,1127,-1035,104.64252553389043
01117,2020-11-01,1122,-1026,104.17827298050139
01117,2020-12-01,1120,-1008,103.99257195914578
01117,2021-01-01,1116,-1016,103.62116991643452
01117,2021-02-01,1121,-1033,104.08542246982357
01117,2021-03-01,1121,-1067,104.08542246982357
02020,2018-01-01,1301,-1259,96.80059523809523
02020,2018-02-01,1284,-1286,95.53571428571429
02020,2018-03-01,1274,-1354,94.79166666666666
02020,2018-04-01,1281,-1325,95.3125
02020,2018-05-01,1299,-1301,96.65178571428571
02020,2018-06-01,1313,-1273,97.69345238095238
02020,2018-07-01,1307,-1245,97.24702380952381
02020,2018-08-01,1303,-1247,96.94940476190477
02020,2018-09-01,1308,-1202,97.32142857142857
02020,2018-10-01,1312,-1206,97.61904761904762
02020,2018-11-01,1306,-1220,97.17261904761905
02020,2018-12-01,1308,-1248,97.32142857142857
02020,2019-01-01,1317,-1285,97.99107142857143
02020,2019-02-01,1325,-1243,98.58630952380952
02020,2019-03-01,1319,-1229,98.13988095238095
02020,2019-04-01,1313,-1249,97.69345238095238
02020,2019-05-01,1307,-1291,97.24702380952381
02020,2019-06-01,1314,-1312,97.76785714285714
02020,2019-07-01,1313,-1301,97.69345238095238
02020,2019-08-01,1319,-1287,98.13988095238095
02020,2019-09-01,1318,-1298,98.06547619047619
02020,2019-10-01,1308,-1316,97.32142857142857
02020,2019-11-01,1301,-1311,96.80059523809523
02020,2019-12-01,1303,-1313,96.94940476190477
02020,2020-01-01,1323,-1311,98.4375
02020,2020-02-01,1344,-1306,100
02020,2020-03-01,1362,-1276,101.33928571428572
02020,2020-04-01,1365,-1261,101.5625
02020,2020-05-01,1358,-1256,101.04166666666667
02020,2020-06-01,1346,-1282,100.14880952380953
02020,2020-07-01,1339,-1287,99.62797619047619
02020,2020-08-01,1350,-1288,100.44642857142858
02020,2020-09-01,1355,-1281,100.81845238095238
02020,2020-10-01,1363,-1253,101.41369047619047
02020,2020-11-01,1366,-1236,101.63690476190477
02020,2020-12-01,1376,-1230,102.38095238095238
02020,2021-01-01,1381,-1265,102.75297619047619
02020,2021-02-01,1384,-1304,102.97619047619047
02020,2021-03-01,1391,-1333,103.49702380952381
04005,2018-01-01,1445,-1451,97.04499664204164
04005,2018-02-01,1431,-1441,96.10476830087306
04005,2018-03-01,1433,-1415,96.23908663532572
04005,2018-04-01,1427,-1423,95.83613163196776
04005,2018-05-01,1435,-1421,96.37340496977838
04005,2018-06-01,1438,-1438,96.57488247145736
04005,2018-07-01,1450,-1456,97.38079247817328
04005,2018-08-01,1462,-1478,98.18670248488918
04005,2018-09-01,1468,-1474,98.58965748824716
04005,2018-10-01,1465,-1455,98.38817998656818
04005,2018-11-01,1469,-1427,98.65681665547346
04005,2018-12-01,1455,-1431,97.7165883143049
04005,2019-01-01,1460,-1430,98.05238415043654
04005,2019-02-01,1441,-1421,96.77635997313632
04005,2019-03-01,1432,-1434,96.1719274680994
04005,2019-04-01,1428,-1426,95.90329079919408
04005,2019-05-01,1436,-1434,96.4405641370047
04005,2019-06-01,1453,-1423,97.58226997985226
04005,2019-07-01,1454,-1446,97.64942914707858
04005,2019-08-01,1443,-1481,96.91067830758898
04005,2019-09-01,1441,-1495,96.77635997313632
04005,2019-10-01,1446,-1484,97.11215580926796
04005,2019-11-01,1467,-1471,98.52249832102082
04005,2019-12-01,1472,-1438,98.85829415715244
04005,2020-01-01,1487,-1433,99.86568166554734
04005,2020-02-01,1489,-1393,100
04005,2020-03-01,1503,-1361,100.94022834116856
04005,2020-04-01,1492,-1364,100.20147750167898
04005,2020-05-01,1500,-1372,100.7387508394896
04005,2020-06-01,1501,-1405,100.80591000671592
04005,2020-07-01,1528,-1380,102.61920752182674
04005,2020-08-01,1550,-1336,104.09670920080592
04005,2020-09-01,1560,-1322,104.76830087306917
04005,2020-10-01,1545,-1347,103.76091336467428
04005,2020-11-01,1533,-1401,102.95500335795835
04005,2020-12-01,1529,-1415,102.68636668905306
04005,2021-01-01,1542,-1432,103.5594358629953
04005,2021-02-01,1542,-1436,103.5594358629953
04005,2021-03-01,1545,-1461,103.76091336467428
04013,2018-01-01,1124,-1076,86.72839506172839
04013,2018-02-01,1129,-1055,87.1141975308642
04013,2018-03-01,1135,-1059,87.57716049382715
04013,2018-04-01,1143,-1057,88.19444444444444
04013,2018-05-01,1154,-1056,89.0432098765432
04013,2018-06-01,1155,-1069,89.12037037037037
04013,2018-07-01,1166,-1066,89.96913580246914
04013,2018-08-01,1173,-1061,90.50925925925925
04013,2018-09-01,1184,-1046,91.35802469135803
04013,2018-10-01,1188,-1042,91.66666666666666
04013,2018-11-01,1190,-1038,91.82098765432099
04013,2018-12-01,1195,-1047,92.2067901234568
04013,2019-01-01,1198,-1050,92.43827160493827
04013,2019-02-01,1206,-1052,93.05555555555556
04013,2019-03-01,1214,-1056,93.67283950617285
04013,2019-04-01,1227,-1059,94.67592592592592
04013,2019-05-01,1240,-1068,95.67901234567901
04013,2019-06-01,1253,-1057,96.6820987654321
04013,2019-07-01,1263,-1069,97.45370370370371
04013,2019-08-01,1270,-1076,97.99382716049382
04013,2019-09-01,1274,-1094,98.30246913580247
04013,2019-10-01,1276,-1100,98.4567901234568
04013,2019-11-01,1278,-1102,98.61111111111111
04013,2019-12-01,1282,-1108,98.91975308641975
04013,2020-01-01,1289,-1107,99.45987654320987
04013,2020-02-01,1296,-1116,100
04013,2020-03-01,1302,-1126,100.46296296296295
04013,2020-04-01,1292,-1162,99.69135802469135
04013,2020-05-01,1279,-1201,98.68827160493827
04013,2020-06-01,1272,-1234,98.14814814814815
04013,2020-07-01,1285,-1241,99.15123456790124
04013,2020-08-01,1301,-1239,100.3858024691358
04013,2020-09-01,1315,-1233,101.46604938271604
04013,2020-10-01,1324,-1228,102.16049382716051
04013,2020-11-01,1332,-1224,102.77777777777777
04013,2020-12-01,1342,-1222,103.5493827160494
04013,2021-01-01,1353,-1225,104.39814814814814
04013,2021-02-01,1367,-1225,105.4783950617284
04013,2021-03-01,1384,-1220,106.79012345679013
04019,2018-01-01,945,-807,88.81578947368422
04019,2018-02-01,943,-807,88.62781954887218
04019,2018-03-01,943,-849,88.62781954887218
04019,2018-04-01,939,-875,88.25187969924812
04019,2018-05-01,938,-882,88.1578947368421
04019,2018-06-01,945,-881,88.81578947368422
04019,2018-07-01,960,-882,90.22556390977444
04019,2018-08-01,977,-881,91.82330827067669
04019,2018-09-01,985,-897,92.57518796992481
04019,2018-10-01,993,-895,93.32706766917293
04019,2018-11-01,996,-898,93.60902255639097
04019,2018-12-01,1001,-885,94.07894736842105
04019,2019-01-01,1006,-884,94.54887218045113
04019,2019-02-01,1007,-879,94.64285714285714
04019,2019-03-01,1013,-873,95.20676691729322
04019,2019-04-01,1016,-862,95.48872180451127
04019,2019-05-01,1021,-855,95.95864661654136
04019,2019-06-01,1024,-866,96.2406015037594
04019,2019-07-01,1028,-892,96.61654135338345
04019,2019-08-01,1035,-919,97.27443609022556
04019,2019-09-01,1038,-932,97.55639097744361
04019,2019-10-01,1043,-943,98.02631578947368
04019,2019-11-01,1049,-943,98.59022556390977
04019,2019-12-01,1058,-944,99.43609022556392
04019,2020-01-01,1061,-951,99.71804511278195
04019,2020-02-01,1064,-950,100
04019,2020-03-01,1061,-965,99.71804511278195
04019,2020-04-01,1058,-974,99.43609022556392
04019,2020-05-01,1054,-988,99.06015037593986
04019,2020-06-01,1059,-989,99.53007518796993
04019,2020-07-01,1072,-984,100.75187969924812
04019,2020-08-01,1085,-985,101.9736842105263
04019,2020-09-01,1095,-981,102.91353383458646
04019,2020-10-01,1103,-983,103.66541353383458
04019,2020-11-01,1115,-983,104.79323308270676
04019,2020-12-01,1124,-992,105.63909774436091
04019,2021-01-01,1135,-987,106.67293233082707
04019,2021-02-01,1142,-986,107.33082706766916
04019,2021-03-01,1154,-968,108.45864661654134
04025,2018-01-01,851,-651,92
04025,2018-02-01,847,-677,91.56756756756756
04025,2018-03-01,851,-747,92
04025,2018-04-01,839,-771,90.7027027027027
04025,2018-05-01,833,-773,90.05405405405405
04025,2018-06-01,839,-757,90.7027027027027
04025,2018-07-01,857,-749,92.64864864864865
04025,2018-08-01,869,-765,93.94594594594594
04025,2018-09-01,867,-801,93.72972972972973
04025,2018-10-01,871,-805,94.16216216216216
04025,2018-11-01,866,-814,93.62162162162161
04025,2018-12-01,861,-823,93.08108108108108
04025,2019-01-01,864,-838,93.4054054054054
04025,2019-02-01,881,-813,95.24324324324324
04025,2019-03-01,885,-817,95.67567567567568
04025,2019-04-01,890,-788,96.21621621621622
04025,2019-05-01,894,-772,96.64864864864865
04025,2019-06-01,908,-770,98.16216216216216
04025,2019-07-01,916,-798,99.02702702702703
04025,2019-08-01,922,-816,99.67567567567568
04025,2019-09-01,929,-805,100.43243243243242
04025,2019-10-01,927,-815,100.21621621621621
04025,2019-11-01,931,-801,100.64864864864865
04025,2019-12-01,929,-793,100.43243243243242
04025,2020-01-01,928,-800,100.32432432432432
04025,2020-02-01,925,-837,100
04025,2020-03-01,924,-846,99.89189189189189
04025,2020-04-01,922,-858,99.67567567567568
04025,2020-05-01,917,-871,99.13513513513513
04025,2020-06-01,927,-889,100.21621621621621
04025,2020-07-01,938,-894,101.40540540540542
04025,2020-08-01,951,-893,102.8108108108108
04025,2020-09-01,949,-909,102.5945945945946
04025,2020-10-01,963,-891,104.10810810810811
04025,2020-11-01,972,-890,105.08108108108107
04025,2020-12-01,990,-868,107.02702702702702
04025,2021-01-01,986,-870,106.5945945945946
04025,2021-02-01,998,-852,107.8918918918919
04025,2021-03-01,997,-851,107.78378378378379
05007,2018-01-01,940,-1056,95.72301425661914
05007,2018-02-01,929,-1045,94.60285132382892
05007,2018-03-01,921,-1049,93.78818737270875
05007,2018-04-01,935,-1011,95.21384928716904
05007,2018-05-01,956,-954,97.35234215885947
05007,2018-06-01,986,-898,100.40733197556008
05007,2018-07-01,992,-858,101.01832993890021
05007,2018-08-01,986,-846,100.40733197556008
05007,2018-09-01,983,-847,100.10183299389001
05007,2018-10-01,980,-872,99.79633401221996
05007,2018-11-01,975,-917,99.28716904276986
05007,2018-12-01,966,-926,98.37067209775967
05007,2019-01-01,964,-916,98.16700610997964
05007,2019-02-01,973,-885,99.08350305498982
05007,2019-03-01,988,-854,100.61099796334013
05007,2019-04-01,990,-880,100.81466395112015
05007,2019-05-01,986,-926,100.40733197556008
05007,2019-06-01,997,-975,101.52749490835032
05007,2019-07-01,1005,-979,102.34215885947047
05007,2019-08-01,1009,-963,102.74949083503056
05007,2019-09-01,1002,-964,102.03665987780042
05007,2019-10-01,1003,-957,102.13849287169043
05007,2019-11-01,1002,-948,102.03665987780042
05007,2019-12-01,994,-938,101.22199592668024
05007,2020-01-01,993,-935,101.12016293279022
05007,2020-02-01,982,-964,100
05007,2020-03-01,993,-983,101.12016293279022
05007,2020-04-01,991,-989,100.9164969450102
05007,2020-05-01,1005,-967,102.34215885947047
05007,2020-06-01,1005,-989,102.34215885947047
05007,2020-07-01,1007,-1003,102.5458248472505
05007,2020-08-01,1008,-1010,102.64765784114054
05007,2020-09-01,1007,-997,102.5458248472505
05007,2020-10-01,1012,-994,103.0549898167006
05007,2020-11-01,1010,-994,102.85132382892057
05007,2020-12-01,1015,-973,103.36048879837068
05007,2021-01-01,1019,-967,103.76782077393077
05007,2021-02-01,1027,-937,104.58248472505092
05007,2021-03-01,1027,-959,104.58248472505092
05119,2018-01-01,802,-894,93.58226371061843
05119,2018-02-01,815,-875,95.09918319719954
05119,2018-03-01,840,-850,98.01633605600934
05119,2018-04-01,849,-847,99.06651108518086
05119,2018-05-01,852,-858,99.41656942823805
05119,2018-06-01,844,-862,98.48308051341891
05119,2018-07-01,841,-847,98.13302217036173
05119,2018-08-01,843,-823,98.36639439906651
05119,2018-09-01,835,-807,97.43290548424739
05119,2018-10-01,829,-797,96.732788798133015
05119,2018-11-01,822,-782,95.91598599766627
05119,2018-12-01,827,-765,96.49941656942825
05119,2019-01-01,832,-772,97.0828471411902
05119,2019-02-01,839,-791,97.89964994165695
05119,2019-03-01,844,-836,98.48308051341891
05119,2019-04-01,849,-849,99.06651108518086
05119,2019-05-01,853,-851,99.53325554259042
05119,2019-06-01,856,-832,99.88331388564761
05119,2019-07-01,859,-823,100.23337222870478
05119,2019-08-01,858,-828,100.11668611435238
05119,2019-09-01,855,-815,99.76662777129522
05119,2019-10-01,851,-807,99.29988331388564
05119,2019-11-01,848,-796,98.94982497082847
05119,2019-12-01,850,-804,99.18319719953325
05119,2020-01-01,851,-813,99.29988331388564
05119,2020-02-01,857,-821,100
05119,2020-03-01,853,-835,99.53325554259042
05119,2020-04-01,855,-843,99.76662777129522
05119,2020-05-01,857,-849,100
05119,2020-06-01,867,-845,101.16686114352392
05119,2020-07-01,876,-842,102.21703617269544
05119,2020-08-01,878,-838,102.45040840140022
05119,2020-09-01,883,-827,103.03383897316219
05119,2020-10-01,884,-818,103.1505250875146
05119,2020-11-01,891,-805,103.96732788798133
05119,2020-12-01,890,-810,103.85064177362895
05119,2021-01-01,896,-806,104.55075845974329
05119,2021-02-01,903,-811,105.36756126021002
05119,2021-03-01,909,-797,106.0676779463244
05143,2018-01-01,854,-730,96.17117117117117
05143,2018-02-01,845,-811,95.15765765765765
05143,2018-03-01,853,-809,96.05855855855856
05143,2018-04-01,852,-850,95.94594594594594
05143,2018-05-01,853,-833,96.05855855855856
05143,2018-06-01,856,-810,96.3963963963964
05143,2018-07-01,866,-774,97.52252252252252
05143,2018-08-01,878,-762,98.87387387387388
05143,2018-09-01,890,-764,100.22522522522523
05143,2018-10-01,894,-740,100.67567567567568
05143,2018-11-01,890,-776,100.22522522522523
05143,2018-12-01,895,-769,100.7882882882883
05143,2019-01-01,891,-817,100.33783783783782
05143,2019-02-01,882,-808,99.32432432432432
05143,2019-03-01,874,-832,98.42342342342343
05143,2019-04-01,872,-832,98.1981981981982
05143,2019-05-01,880,-826,99.09909909909909
05143,2019-06-01,882,-830,99.32432432432432
05143,2019-07-01,890,-842,100.22522522522523
05143,2019-08-01,890,-866,100.22522522522523
05143,2019-09-01,888,-892,100
05143,2019-10-01,882,-906,99.32432432432432
05143,2019-11-01,875,-905,98.53603603603604
05143,2019-12-01,873,-917,98.3108108108108
05143,2020-01-01,879,-903,98.98648648648648
05143,2020-02-01,888,-876,100
05143,2020-03-01,890,-858,100.22522522522523
05143,2020-04-01,887,-857,99.88738738738738
05143,2020-05-01,888,-872,100
05143,2020-06-01,890,-874,100.22522522522523
05143,2020-07-01,896,-884,100.9009009009009
05143,2020-08-01,902,-878,101.57657657657657
05143,2020-09-01,908,-868,102.25225225225225
05143,2020-10-01,911,-853,102.59009009009009
05143,2020-11-01,899,-851,101.23873873873875
05143,2020-12-01,900,-846,101.35135135135135
05143,2021-01-01,896,-862,100.9009009009009
05143,2021-02-01,900,-876,101.35135135135135
05143,2021-03-01,890,-890,100.22522522522523
06001,2018-01-01,2141,-2077,97.27396637891867
06001,2018-02-01,2154,-2110,97.86460699681963
06001,2018-03-01,2168,-2160,98.50068150840528
06001,2018-04-01,2194,-2154,99.68196274420717
06001,2018-05-01,2215,-2181,100.63607451158565
06001,2018-06-01,2228,-2180,101.22671512948659
06001,2018-07-01,2237,-2175,101.6356201726488
06001,2018-08-01,2240,-2142,101.77192185370285
06001,2018-09-01,2223,-2113,100.99954566106315
06001,2018-10-01,2193,-2065,99.63652885052248
06001,2018-11-01,2172,-2054,98.68241708314403
06001,2018-12-01,2176,-2062,98.86415265788277
06001,2019-01-01,2185,-2097,99.27305770104498
06001,2019-02-01,2196,-2112,99.77283053157655
06001,2019-03-01,2205,-2131,100.18173557473875
06001,2019-04-01,2225,-2163,101.09041344843253
06001,2019-05-01,2233,-2197,101.45388459791005
06001,2019-06-01,2243,-2213,101.90822353475693
06001,2019-07-01,2249,-2225,102.18082689686506
06001,2019-08-01,2258,-2222,102.58973194002725
06001,2019-09-01,2246,-2200,102.044525215811
06001,2019-10-01,2221,-2165,100.90867787369378
06001,2019-11-01,2194,-2150,99.68196274420717
06001,2019-12-01,2175,-2177,98.81871876419808
06001,2020-01-01,2184,-2186,99.22762380736029
06001,2020-02-01,2201,-2191,100
06001,2020-03-01,2222,-2188,100.95411176737848
06001,2020-04-01,2215,-2235,100.63607451158565
06001,2020-05-01,2190,-2276,99.50022716946843
06001,2020-06-01,2164,-2322,98.31894593366651
06001,2020-07-01,2140,-2358,97.22853248523398
06001,2020-08-01,2124,-2392,96.50159018627896
06001,2020-09-01,2093,-2399,95.09313948205362
06001,2020-10-01,2058,-2384,93.5029532030895
06001,2020-11-01,2020,-2368,91.77646524307133
06001,2020-12-01,1998,-2352,90.77691958200818
06001,2021-01-01,1981,-2387,90.00454338936848
06001,2021-02-01,1991,-2411,90.45888232621536
06001,2021-03-01,1996,-2448,90.6860517946388
06007,2018-01-01,1115,-1009,88.84462151394422
06007,2018-02-01,1112,-1030,88.60557768924303
06007,2018-03-01,1113,-1021,88.68525896414342
06007,2018-04-01,1113,-1049,88.68525896414342
06007,2018-05-01,1114,-1040,88.76494023904382
06007,2018-06-01,1125,-1041,89.64143426294821
06007,2018-07-01,1144,-1024,91.15537848605577
